longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
-117.11,32.73,35,1689,397.0,1135,366,2.3269,NEAR OCEAN,97300
-117.1,32.73,24,2927,704.0,2005,668,2.2375,NEAR OCEAN,102900
-117.11,32.73,34,1096,221.0,574,223,3.8355,NEAR OCEAN,126700
-117.11,32.73,27,3160,627.0,1628,612,3.8864,NEAR OCEAN,132600
-117.09,32.75,30,1899,546.0,1620,493,1.6034,NEAR OCEAN,84400
-117.09,32.74,23,3130,779.0,2472,744,2.32,NEAR OCEAN,93200
-117.1,32.74,20,3854,1046.0,3555,966,1.6747,NEAR OCEAN,100000
-117.1,32.74,30,1772,500.0,1389,447,2.3641,NEAR OCEAN,94100
-117.1,32.75,11,1976,548.0,1528,512,1.4886,NEAR OCEAN,89800
-117.08,32.75,20,1886,586.0,1134,525,1.5029,NEAR OCEAN,100000
-117.08,32.75,16,1111,328.0,930,303,1.2347,NEAR OCEAN,128100
-117.08,32.75,15,1821,516.0,1385,439,2.5101,NEAR OCEAN,95300
-117.09,32.75,24,1245,376.0,1230,362,1.875,NEAR OCEAN,95000
-117.09,32.75,28,1220,391.0,1286,396,1.2286,NEAR OCEAN,105000
-117.09,32.75,20,1701,503.0,1482,465,1.6789,NEAR OCEAN,95500
-117.09,32.76,10,1922,577.0,1595,545,1.5208,NEAR OCEAN,118800
-117.08,32.76,18,1704,596.0,1639,548,1.7391,NEAR OCEAN,125000
-117.07,32.76,14,2523,545.0,1297,525,2.3886,NEAR OCEAN,138100
-117.07,32.75,37,2690,549.0,1219,524,2.3148,NEAR OCEAN,154200
-117.07,32.75,14,3073,851.0,2000,782,2.3824,NEAR OCEAN,144700
-117.07,32.75,9,3464,749.0,1687,645,3.3026,NEAR OCEAN,119100
-117.06,32.75,34,1917,419.0,1181,426,3.0208,NEAR OCEAN,129200
-117.05,32.74,34,2178,455.0,1193,446,3.1719,NEAR OCEAN,115300
-117.07,32.74,37,1042,205.0,589,208,2.6629,NEAR OCEAN,116900
-117.07,32.75,31,2036,501.0,1263,442,2.5583,NEAR OCEAN,120700
-117.08,32.75,20,1989,508.0,1452,462,2.0077,NEAR OCEAN,118300
-117.08,32.74,26,2359,622.0,2067,581,1.8103,NEAR OCEAN,124700
-117.09,32.75,19,2739,707.0,2004,622,1.6318,NEAR OCEAN,117700
-117.09,32.74,42,1986,472.0,1472,475,2.1757,NEAR OCEAN,110100
-117.08,32.74,33,3260,673.0,1784,666,3.5078,NEAR OCEAN,126500
-117.08,32.73,36,3331,643.0,1903,622,3.6974,NEAR OCEAN,122000
-117.07,32.74,38,1901,392.0,1099,406,2.7661,NEAR OCEAN,113900
-117.08,32.74,35,1434,253.0,753,228,2.3812,NEAR OCEAN,135100
-117.08,32.73,36,1158,218.0,619,233,3.6125,NEAR OCEAN,122500
-117.08,32.73,19,2935,763.0,1953,720,1.4254,NEAR OCEAN,111300
-117.07,32.73,18,2968,656.0,1149,581,2.6452,NEAR OCEAN,154200
-117.07,32.77,34,2245,394.0,1849,429,3.5446,NEAR OCEAN,185500
-117.07,32.77,38,3779,614.0,1495,614,4.3529,NEAR OCEAN,184000
-117.07,32.76,42,1827,378.0,880,380,2.5125,NEAR OCEAN,176600
-117.08,32.77,25,3911,849.0,1580,767,2.7778,NEAR OCEAN,184100
-117.08,32.76,27,1221,254.0,606,259,3.0833,NEAR OCEAN,155400
-117.09,32.76,31,2567,624.0,1255,582,2.5909,NEAR OCEAN,159100
-117.08,32.76,20,2547,785.0,1199,643,1.7743,NEAR OCEAN,140300
-117.05,32.77,23,2556,662.0,1200,548,1.8899,NEAR OCEAN,147700
-117.06,32.77,18,2269,682.0,1329,581,1.7951,NEAR OCEAN,161800
-117.06,32.77,34,1730,373.0,730,350,2.0284,NEAR OCEAN,161800
-117.07,32.77,38,1130,228.0,699,241,2.65,NEAR OCEAN,167600
-117.06,32.77,32,3888,827.0,3868,841,3.0755,NEAR OCEAN,166800
-117.05,32.77,33,3535,683.0,1568,672,2.8097,NEAR OCEAN,158300
-117.06,32.76,36,2785,577.0,1275,527,2.3015,NEAR OCEAN,156800
-117.06,32.76,38,1549,288.0,636,278,3.2188,NEAR OCEAN,150500
-117.05,32.76,46,1887,359.0,795,358,3.25,NEAR OCEAN,159600
-117.06,32.76,37,2356,476.0,1231,499,2.965,NEAR OCEAN,155700
-117.06,32.76,24,1629,587.0,1012,488,1.7452,NEAR OCEAN,156800
-117.05,32.75,36,2024,,1030,390,3.8233,NEAR OCEAN,139800
-117.06,32.75,34,2516,611.0,1317,594,2.2308,NEAR OCEAN,125900
-117.05,32.75,35,2144,388.0,1003,383,3.0938,NEAR OCEAN,137300
-117.07,32.72,18,1758,286.0,987,277,4.6875,NEAR OCEAN,141800
-117.08,32.72,32,2286,468.0,1741,467,3.0446,NEAR OCEAN,101900
-117.07,32.71,36,2448,475.0,1268,450,2.5682,NEAR OCEAN,109100
-117.06,32.73,33,3444,619.0,1884,582,3.7891,NEAR OCEAN,126700
-117.06,32.72,31,2669,514.0,1626,499,3.1923,NEAR OCEAN,116900
-117.05,32.72,35,1777,369.0,1158,353,3.4107,NEAR OCEAN,117000
-117.06,32.71,25,2681,596.0,1947,553,2.8964,NEAR OCEAN,104300
-117.07,32.71,39,2754,652.0,2263,619,2.2454,NEAR OCEAN,89600
-117.08,32.7,35,1477,264.0,852,279,3.1786,NEAR OCEAN,100600
-117.08,32.7,37,2176,418.0,1301,375,2.875,NEAR OCEAN,98900
-117.08,32.7,36,2103,390.0,1279,392,2.4135,NEAR OCEAN,97000
-117.06,32.71,21,1864,388.0,1498,389,3.8194,NEAR OCEAN,125700
-117.06,32.71,11,2397,523.0,1566,514,3.8687,NEAR OCEAN,145200
-117.08,32.71,27,2204,598.0,1656,521,1.4821,NEAR OCEAN,86200
-117.07,32.71,26,4151,823.0,2822,697,2.8372,NEAR OCEAN,123400
-117.07,32.7,14,2763,456.0,1914,465,4.1645,NEAR OCEAN,143000
-117.07,32.69,20,2192,406.0,1766,393,4.0921,NEAR OCEAN,135000
-117.06,32.7,12,3943,737.0,3280,751,4.112,NEAR OCEAN,141400
-117.04,32.71,28,5274,991.0,3727,961,3.57,NEAR OCEAN,109800
-117.05,32.71,25,3292,608.0,2266,592,3.2986,NEAR OCEAN,119200
-117.03,32.71,33,3126,627.0,2300,623,3.2596,NEAR OCEAN,103000
-117.03,32.71,34,2328,444.0,1684,429,3.25,NEAR OCEAN,99600
-117.02,32.71,20,4050,745.0,2870,761,3.7366,NEAR OCEAN,121800
-117.02,32.7,22,2756,516.0,1849,486,4.1837,NEAR OCEAN,125400
-117.02,32.7,18,1643,283.0,1134,269,5.1769,NEAR OCEAN,133000
-117.02,32.71,30,3187,592.0,2082,631,3.5388,NEAR OCEAN,118500
-117.01,32.7,25,2321,398.0,1434,386,3.5341,NEAR OCEAN,120800
-117.05,32.69,8,831,158.0,740,154,5.3908,NEAR OCEAN,165500
-117.06,32.69,9,1520,269.0,1250,265,4.8875,NEAR OCEAN,157700
-117.06,32.69,13,705,149.0,718,155,4.4375,NEAR OCEAN,154900
-117.06,32.69,9,521,111.0,491,110,5.1305,NEAR OCEAN,158900
-117.03,32.7,19,2304,572.0,2010,556,2.2866,NEAR OCEAN,109900
-117.04,32.69,27,1790,356.0,1286,347,3.5437,NEAR OCEAN,115800
-117.04,32.7,7,9311,1703.0,7302,1694,4.419,NEAR OCEAN,156900
-117.07,32.68,18,1475,267.0,1149,268,5.0827,NEAR OCEAN,142200
-117.06,32.68,38,1481,317.0,1080,291,2.85,NEAR OCEAN,125800
-117.06,32.68,36,3815,796.0,2945,728,2.0959,NEAR OCEAN,125000
-117.05,32.69,21,991,210.0,695,203,3.625,NEAR OCEAN,144300
-117.06,32.68,41,2665,515.0,1664,512,2.375,NEAR OCEAN,113500
-117.06,32.67,29,4047,754.0,2353,730,4.0505,NEAR OCEAN,125000
-117.05,32.68,35,3414,580.0,1761,522,3.9922,NEAR OCEAN,129800
-117.05,32.67,32,4227,785.0,2842,795,3.9646,NEAR OCEAN,137800
-117.05,32.68,19,1469,275.0,1010,292,3.5664,NEAR OCEAN,150400
-117.05,32.67,16,2168,343.0,1589,338,5.4863,NEAR OCEAN,153800
-117.06,32.66,24,2587,491.0,1617,458,3.5066,NEAR OCEAN,133400
-117.05,32.69,14,1689,555.0,1319,527,3.16,NEAR OCEAN,143800
-117.05,32.68,15,1828,359.0,955,248,3.2174,NEAR OCEAN,165100
-117.04,32.68,13,2132,425.0,1345,432,4.0,NEAR OCEAN,89300
-117.04,32.68,14,1320,270.0,943,260,5.0947,NEAR OCEAN,152700
-117.04,32.67,14,3464,683.0,2139,734,4.0668,NEAR OCEAN,137500
-117.04,32.69,9,3417,860.0,2521,828,3.02,NEAR OCEAN,158900
-117.04,32.68,9,3087,609.0,1530,556,3.775,NEAR OCEAN,125000
-117.04,32.68,11,1875,357.0,1014,386,4.375,NEAR OCEAN,115000
-117.01,32.7,7,2327,490.0,1304,445,3.3553,NEAR OCEAN,132200
-117.02,32.69,7,6055,1004.0,3031,952,4.436,NEAR OCEAN,135000
-117.03,32.69,5,3201,532.0,2061,536,5.0829,NEAR OCEAN,179400
-117.03,32.69,10,901,163.0,698,167,4.6648,NEAR OCEAN,156100
-117.03,32.69,8,2460,397.0,1784,390,4.5662,NEAR OCEAN,175500
-117.09,32.71,12,3375,945.0,2357,808,1.5,NEAR OCEAN,106300
-117.09,32.7,15,869,217.0,887,216,1.4583,NEAR OCEAN,84200
-117.09,32.7,22,2409,582.0,1887,578,1.4089,NEAR OCEAN,94200
-117.09,32.69,18,1645,430.0,1221,410,1.3269,NEAR OCEAN,108000
-117.09,32.69,20,1102,205.0,852,217,3.1833,NEAR OCEAN,108300
-117.1,32.69,11,3071,911.0,2812,774,1.2413,NEAR OCEAN,83100
-117.1,32.7,28,633,137.0,525,170,3.6042,NEAR OCEAN,95600
-117.1,32.7,42,2002,488.0,1505,464,1.5057,NEAR OCEAN,86300
-117.1,32.71,9,1931,472.0,1628,445,2.085,NEAR OCEAN,92600
-117.09,32.73,26,3114,686.0,1948,660,2.8942,NEAR OCEAN,124100
-117.1,32.72,5,1615,387.0,1094,394,2.2024,NEAR OCEAN,137200
-117.09,32.72,39,1273,246.0,770,242,2.0938,NEAR OCEAN,102500
-117.09,32.72,33,1096,240.0,716,224,1.6944,NEAR OCEAN,111800
-117.09,32.73,28,3109,594.0,1559,589,3.5789,NEAR OCEAN,120300
-117.09,32.71,29,2238,523.0,2061,504,2.5559,NEAR OCEAN,96800
-117.1,32.71,29,3422,713.0,2775,644,1.7075,NEAR OCEAN,86900
-117.1,32.71,25,939,247.0,1003,240,1.75,NEAR OCEAN,87900
-117.11,32.72,25,1491,348.0,1183,316,1.9583,NEAR OCEAN,88600
-117.11,32.71,30,1729,457.0,1673,460,1.7,NEAR OCEAN,85900
-117.11,32.7,34,2028,522.0,1797,464,1.7402,NEAR OCEAN,79400
-117.11,32.7,37,2045,502.0,1920,472,1.8125,NEAR OCEAN,83300
-117.11,32.7,33,1980,488.0,1626,428,1.4856,NEAR OCEAN,86400
-117.12,32.7,14,819,237.0,827,237,1.3194,NEAR OCEAN,90500
-117.12,32.7,36,1011,253.0,763,226,1.8187,NEAR OCEAN,84100
-117.11,32.71,29,1040,291.0,1054,297,1.1818,NEAR OCEAN,83200
-117.1,32.69,37,1269,340.0,1369,302,2.2102,NEAR OCEAN,87200
-117.1,32.69,35,1292,272.0,1183,272,2.0547,NEAR OCEAN,98000
-117.11,32.69,36,1421,367.0,1418,355,1.9425,NEAR OCEAN,93400
-117.11,32.69,34,1144,295.0,1271,302,2.09,NEAR OCEAN,91800
-117.11,32.69,37,2395,627.0,2489,599,1.5933,NEAR OCEAN,86300
-117.11,32.69,39,395,159.0,620,162,2.725,NEAR OCEAN,86500
-117.12,32.69,46,200,77.0,180,65,1.0658,NEAR OCEAN,93800
-117.12,32.69,37,1082,294.0,1146,265,2.0673,NEAR OCEAN,88500
-117.12,32.7,38,818,217.0,953,231,1.0531,NEAR OCEAN,65700
-117.12,32.7,37,1361,348.0,1398,328,1.1681,NEAR OCEAN,78100
-117.13,32.69,36,1469,400.0,1271,340,1.043,NEAR OCEAN,90100
-117.13,32.7,48,786,230.0,917,231,1.875,NEAR OCEAN,75600
-117.13,32.7,42,1210,292.0,945,258,0.8991,NEAR OCEAN,78900
-117.13,32.7,38,1445,392.0,1286,357,1.4632,NEAR OCEAN,80200
-117.13,32.7,35,1179,344.0,1372,330,1.9509,NEAR OCEAN,70200
-117.12,32.71,33,1256,331.0,1315,321,1.9286,NEAR OCEAN,78500
-117.13,32.71,38,993,246.0,760,205,1.1563,NEAR OCEAN,82700
-117.13,32.71,42,1145,314.0,1114,307,1.2614,NEAR OCEAN,87500
-117.13,32.71,44,1697,413.0,1396,363,1.5474,NEAR OCEAN,83300
-117.13,32.72,32,2197,623.0,1784,599,1.901,NEAR OCEAN,120300
-117.12,32.71,24,421,101.0,396,113,0.6433,NEAR OCEAN,111300
-117.13,32.72,9,2436,720.0,1780,653,1.8299,NEAR OCEAN,137500
-117.13,32.72,19,1341,435.0,1048,360,1.975,NEAR OCEAN,117900
-117.12,32.72,36,6096,1285.0,3093,1229,3.37,NEAR OCEAN,159100
-117.12,32.73,50,2307,424.0,887,356,3.5156,NEAR OCEAN,168800
-117.12,32.73,52,3976,718.0,1750,769,3.4151,NEAR OCEAN,175400
-117.13,32.74,46,3355,768.0,1457,708,2.6604,NEAR OCEAN,170100
-117.13,32.74,50,1527,338.0,728,322,2.625,NEAR OCEAN,203200
-117.13,32.73,43,2706,667.0,1531,614,2.1513,NEAR OCEAN,145000
-117.13,32.72,43,2160,504.0,1221,452,2.4821,NEAR OCEAN,140600
-117.13,32.72,52,1560,307.0,757,315,2.7083,NEAR OCEAN,199100
-117.14,32.72,42,1558,458.0,1227,407,2.2804,NEAR OCEAN,139100
-117.13,32.72,17,1285,423.0,1208,409,1.758,NEAR OCEAN,126600
-117.14,32.71,34,1694,455.0,1467,425,2.1164,NEAR OCEAN,139400
-117.14,32.71,32,719,251.0,894,208,1.8456,NEAR OCEAN,103100
-117.14,32.72,43,1073,344.0,660,279,2.0529,NEAR OCEAN,168800
-117.14,32.72,45,1140,310.0,840,339,1.6156,NEAR OCEAN,156300
-117.14,32.72,34,2533,862.0,2011,778,2.1199,NEAR OCEAN,160400
-117.14,32.71,52,1225,332.0,955,321,1.6011,NEAR OCEAN,106300
-117.14,32.71,52,979,314.0,975,297,1.2375,NEAR OCEAN,100000
-117.14,32.71,52,800,313.0,1337,282,1.5594,NEAR OCEAN,87500
-117.14,32.71,52,500,,480,108,1.8696,NEAR OCEAN,91100
-117.13,32.71,37,1220,325.0,1472,323,1.825,NEAR OCEAN,81500
-117.13,32.71,35,614,180.0,691,164,1.6953,NEAR OCEAN,81300
-117.14,32.71,43,966,255.0,857,208,1.2841,NEAR OCEAN,72000
-117.14,32.71,39,1647,478.0,2176,479,1.7642,NEAR OCEAN,82900
-117.14,32.7,32,1280,353.0,1335,330,1.6023,NEAR OCEAN,77300
-117.13,32.7,35,365,98.0,463,112,2.5588,NEAR OCEAN,78800
-117.14,32.7,43,1126,289.0,1132,294,2.1875,NEAR OCEAN,87000
-117.14,32.7,40,1227,330.0,1199,316,1.2188,NEAR OCEAN,92500
-117.14,32.7,36,633,148.0,557,139,1.5729,NEAR OCEAN,82700
-117.14,32.7,48,510,180.0,545,132,1.8008,NEAR OCEAN,86500
-117.14,32.7,44,658,218.0,869,212,1.9338,NEAR OCEAN,89400
-117.14,32.7,47,552,161.0,593,174,0.9589,NEAR OCEAN,90000
-117.15,32.7,50,475,172.0,483,120,1.3657,NEAR OCEAN,162500
-117.15,32.71,52,402,183.0,557,172,1.3125,NEAR OCEAN,87500
-117.15,32.7,52,458,148.0,1283,166,1.2863,NEAR OCEAN,86300
-117.15,32.71,52,217,82.0,531,93,1.6607,NEAR OCEAN,137500
-117.15,32.72,52,344,177.0,460,147,1.2292,NEAR OCEAN,137500
-117.16,32.72,52,788,463.0,805,391,0.9142,NEAR OCEAN,162500
-117.16,32.71,52,845,451.0,1230,375,1.0918,NEAR OCEAN,22500
-117.17,32.71,7,2493,693.0,951,641,4.2375,NEAR OCEAN,205000
-117.17,32.71,39,311,181.0,206,113,0.7685,NEAR OCEAN,187500
-117.14,32.73,26,450,132.0,317,109,4.0,NEAR OCEAN,137500
-117.16,32.72,24,1232,663.0,1184,626,1.0391,NEAR OCEAN,162500
-117.16,32.73,52,1218,471.0,821,429,1.9597,NEAR OCEAN,200000
-117.17,32.73,52,408,143.0,313,143,1.815,NEAR OCEAN,116700
-117.16,32.73,52,1682,617.0,873,534,2.0972,NEAR OCEAN,112500
-117.16,32.73,52,1863,559.0,906,493,1.9203,NEAR OCEAN,195800
-117.17,32.73,52,55,18.0,65,22,1.6591,NEAR OCEAN,112500
-117.18,32.74,20,1165,269.0,459,244,3.175,NEAR OCEAN,191700
-117.19,32.75,52,25,5.0,13,5,0.536,NEAR OCEAN,162500
-117.21,32.74,45,3025,583.0,1980,550,2.2982,NEAR OCEAN,87500
-117.22,32.75,26,696,185.0,384,184,2.6121,NEAR OCEAN,125000
-117.23,32.75,23,2415,653.0,1275,596,3.1389,NEAR OCEAN,101800
-117.22,32.75,26,617,112.0,251,110,3.8036,NEAR OCEAN,162000
-117.23,32.75,11,4304,1245.0,1960,1105,3.3456,NEAR OCEAN,159800
-117.23,32.75,5,1824,,892,426,3.4286,NEAR OCEAN,137500
-117.23,32.75,21,2050,608.0,1131,550,2.4779,NEAR OCEAN,165000
-117.23,32.74,16,735,139.0,299,134,4.6354,NEAR OCEAN,179200
-117.23,32.74,16,1953,404.0,798,385,4.8167,NEAR OCEAN,169800
-117.25,32.75,36,1929,526.0,974,491,1.7622,NEAR OCEAN,205800
-117.22,32.78,22,2020,466.0,1010,429,3.4527,NEAR OCEAN,175000
-117.24,32.79,18,1741,602.0,508,283,3.2625,NEAR OCEAN,193800
-117.21,32.8,19,786,282.0,525,229,1.7273,NEAR OCEAN,137500
-117.22,32.8,23,1906,525.0,1029,491,2.93,NEAR OCEAN,183300
-117.23,32.8,22,2981,873.0,1751,745,2.3482,NEAR OCEAN,190600
-117.28,32.8,20,1838,540.0,615,325,3.5486,NEAR OCEAN,193800
-117.24,32.8,28,1072,331.0,692,321,2.1357,NEAR OCEAN,187500
-117.24,32.8,18,2205,661.0,874,580,3.8018,NEAR OCEAN,112500
-117.23,32.88,18,5566,1465.0,6303,1458,1.858,NEAR OCEAN,205000
-117.23,32.87,15,2290,662.0,1034,594,3.0104,NEAR OCEAN,204200
-117.23,32.86,16,1675,354.0,604,332,5.2326,NEAR OCEAN,188300
-117.23,32.86,15,1199,301.0,510,296,3.6083,NEAR OCEAN,180100
-117.23,32.86,16,1200,468.0,648,443,3.045,NEAR OCEAN,100000
-117.23,32.87,11,3123,740.0,1223,634,5.417000000000001,NEAR OCEAN,196800
-117.21,32.86,16,2800,566.0,1267,518,3.2794,NEAR OCEAN,148600
-117.22,32.87,14,3512,807.0,1835,792,3.35,NEAR OCEAN,171000
-117.22,32.87,5,3511,1008.0,1599,918,3.8542,NEAR OCEAN,176600
-117.21,32.89,14,3114,773.0,1592,776,3.3176,NEAR OCEAN,156100
-117.22,32.83,34,2936,597.0,1512,571,3.7841,NEAR OCEAN,176900
-117.22,32.83,31,3958,727.0,1924,728,5.4605,NEAR OCEAN,190200
-117.22,32.83,31,2558,512.0,1164,492,3.4318,NEAR OCEAN,200400
-117.22,32.82,35,756,135.0,423,136,3.5234,NEAR OCEAN,183900
-117.2,32.84,34,3353,544.0,1583,571,4.55,NEAR OCEAN,187700
-117.2,32.84,32,2033,394.0,989,389,3.2583,NEAR OCEAN,181400
-117.21,32.84,34,2158,366.0,1046,335,4.5402,NEAR OCEAN,182100
-117.2,32.83,36,1089,240.0,623,226,2.5909,NEAR OCEAN,176000
-117.21,32.83,36,1475,328.0,806,327,3.5078,NEAR OCEAN,166000
-117.21,32.83,28,3241,533.0,1334,513,4.1806,NEAR OCEAN,199600
-117.21,32.83,35,2259,501.0,1340,511,3.4482,NEAR OCEAN,162500
-117.21,32.81,33,4773,873.0,1954,845,4.3862,NEAR OCEAN,184800
-117.2,32.83,35,1377,350.0,792,313,2.8472,NEAR OCEAN,161400
-117.2,32.82,35,1217,220.0,643,237,3.9464,NEAR OCEAN,171600
-117.2,32.82,35,2772,537.0,1392,521,3.3369999999999997,NEAR OCEAN,172300
-117.19,32.82,35,1074,180.0,442,173,5.252999999999999,NEAR OCEAN,204000
-117.19,32.82,35,2197,353.0,945,357,4.9219,NEAR OCEAN,192900
-117.18,32.84,31,3064,575.0,1476,549,3.6667,NEAR OCEAN,175900
-117.18,32.84,30,2290,523.0,1272,472,3.5606,NEAR OCEAN,165100
-117.18,32.84,32,1351,237.0,823,269,4.2768,NEAR OCEAN,167800
-117.19,32.84,30,2492,406.0,1250,431,5.5277,NEAR OCEAN,197100
-117.19,32.84,35,2263,427.0,1001,408,3.875,NEAR OCEAN,172000
-117.18,32.83,23,2105,525.0,1218,484,3.375,NEAR OCEAN,184100
-117.19,32.83,30,2288,448.0,1240,469,4.0114,NEAR OCEAN,169800
-117.19,32.83,30,3225,555.0,1601,532,4.3317,NEAR OCEAN,173300
-117.17,32.82,24,1623,417.0,911,397,2.7401,NEAR OCEAN,198100
-117.17,32.82,21,2869,596.0,1471,577,3.0375,NEAR OCEAN,197600
-117.18,32.83,27,2346,399.0,1105,373,4.2708,NEAR OCEAN,182800
-117.18,32.83,31,1772,353.0,1090,350,3.9265,NEAR OCEAN,162000
-117.16,32.82,28,2291,371.0,1098,382,4.6875,NEAR OCEAN,188000
-117.17,32.81,26,2424,388.0,974,375,4.739,NEAR OCEAN,184100
-117.17,32.81,26,788,127.0,346,125,5.0603,NEAR OCEAN,185700
-117.18,32.81,19,6823,1509.0,3784,1509,3.1032,NEAR OCEAN,179500
-117.17,32.82,24,1569,377.0,715,321,3.1146,NEAR OCEAN,187500
-117.16,32.81,14,4328,1100.0,2046,1044,2.2899,NEAR OCEAN,159000
-117.16,32.81,35,1213,200.0,532,181,3.6806,NEAR OCEAN,172400
-117.16,32.8,37,422,79.0,211,80,3.0625,NEAR OCEAN,159700
-117.16,32.8,22,2259,634.0,1213,601,2.5,NEAR OCEAN,177800
-117.16,32.81,34,2275,375.0,1021,379,3.6371,NEAR OCEAN,176300
-117.17,32.81,33,3064,506.0,1355,488,4.22,NEAR OCEAN,178700
-117.14,32.83,25,2161,462.0,896,468,2.2284,NEAR OCEAN,177500
-117.18,32.82,25,1756,301.0,722,312,4.5625,NEAR OCEAN,162300
-117.18,32.81,28,3436,537.0,1503,498,4.7679,NEAR OCEAN,204000
-117.18,32.8,30,2456,390.0,1022,393,3.8542,NEAR OCEAN,198500
-117.18,32.79,30,5201,1104.0,2961,1064,3.2661,NEAR OCEAN,140400
-117.17,32.79,44,2262,647.0,3009,657,2.2663,NEAR OCEAN,123600
-117.17,32.79,43,1269,297.0,946,285,2.1447,NEAR OCEAN,133300
-117.16,32.8,25,1399,329.0,1308,355,2.5682,NEAR OCEAN,187500
-117.17,32.8,20,2827,554.0,1822,536,3.4706,NEAR OCEAN,157600
-117.15,32.8,27,1937,537.0,1211,482,2.75,NEAR OCEAN,87500
-117.15,32.8,23,2395,476.0,2284,488,3.7292,NEAR OCEAN,146300
-117.16,32.78,24,3566,765.0,1697,722,3.6375,NEAR OCEAN,178600
-117.16,32.79,32,1731,413.0,1569,427,3.3375,NEAR OCEAN,154300
-117.17,32.78,17,3845,1051.0,3102,944,2.3658,NEAR OCEAN,164100
-117.16,32.78,34,2515,488.0,1594,515,3.7381,NEAR OCEAN,165000
-117.17,32.78,42,1104,305.0,892,270,2.2768,NEAR OCEAN,145200
-117.17,32.77,35,1399,274.0,695,281,3.767,NEAR OCEAN,166800
-117.17,32.77,6,3856,875.0,1547,816,4.5481,NEAR OCEAN,164800
-117.18,32.77,16,2374,780.0,913,705,2.7386,NEAR OCEAN,87500
-117.18,32.76,8,3694,997.0,1297,807,3.6492,NEAR OCEAN,158900
-117.18,32.76,17,711,254.0,327,227,2.6493,NEAR OCEAN,67500
-117.18,32.77,23,1215,225.0,592,224,3.4,NEAR OCEAN,200600
-117.2,32.8,34,4854,912.0,2089,854,3.8542,NEAR OCEAN,200000
-117.19,32.8,16,2593,794.0,1235,684,3.1304,NEAR OCEAN,166300
-117.2,32.8,36,4018,1067.0,1620,842,2.3599,NEAR OCEAN,168400
-117.2,32.79,34,757,212.0,409,222,3.2312,NEAR OCEAN,192200
-117.19,32.77,16,3273,670.0,1305,671,4.1368,NEAR OCEAN,151000
-117.19,32.77,9,634,152.0,248,133,3.8571,NEAR OCEAN,143800
-117.19,32.77,14,3575,992.0,1645,839,2.4397,NEAR OCEAN,140600
-117.2,32.77,30,156,45.0,77,40,3.2679,NEAR OCEAN,137500
-117.2,32.77,31,1952,471.0,936,462,2.8621,NEAR OCEAN,196900
-117.15,32.81,34,1629,318.0,900,282,3.1458,NEAR OCEAN,178300
-117.15,32.8,41,1413,261.0,1070,259,2.3578,NEAR OCEAN,166700
-117.14,32.8,41,2423,469.0,1813,466,2.1157,NEAR OCEAN,156900
-117.14,32.8,33,2670,435.0,1256,431,3.9417,NEAR OCEAN,179800
-117.14,32.8,35,1267,212.0,710,204,2.5368,NEAR OCEAN,169600
-117.14,32.79,35,3578,582.0,1568,553,4.7813,NEAR OCEAN,188600
-117.15,32.78,25,1577,266.0,611,284,5.25,NEAR OCEAN,205100
-117.14,32.79,31,984,161.0,422,158,5.282,NEAR OCEAN,183000
-117.13,32.81,19,2157,554.0,1349,535,2.7652,NEAR OCEAN,177400
-117.14,32.81,34,1748,294.0,800,294,4.4886,NEAR OCEAN,179100
-117.13,32.8,15,1606,375.0,784,342,3.7237,NEAR OCEAN,108300
-117.13,32.8,33,2731,456.0,1263,445,4.5568,NEAR OCEAN,175300
-117.12,32.8,29,2863,534.0,1392,522,3.8719,NEAR OCEAN,174200
-117.13,32.81,26,2119,444.0,1202,440,3.2308,NEAR OCEAN,166500
-117.12,32.8,31,1727,342.0,879,345,3.8125,NEAR OCEAN,166300
-117.13,32.8,35,2129,382.0,1044,350,3.9732,NEAR OCEAN,174900
-117.13,32.79,35,1458,262.0,723,257,4.2098,NEAR OCEAN,174100
-117.13,32.79,35,1362,243.0,698,255,3.6458,NEAR OCEAN,173800
-117.12,32.78,4,2782,817.0,1309,787,4.2621,NEAR OCEAN,124200
-117.15,32.77,16,2056,631.0,847,569,2.9576,NEAR OCEAN,92200
-117.11,32.82,16,3980,682.0,3174,647,2.6607,NEAR OCEAN,175000
-117.11,32.82,17,1787,330.0,1341,314,2.875,NEAR OCEAN,112500
-117.11,32.81,15,3428,491.0,2303,486,2.5953,NEAR OCEAN,67500
-117.11,32.8,17,3890,586.0,2791,595,3.2197,NEAR OCEAN,67500
-117.09,32.8,15,666,152.0,247,164,2.15,NEAR OCEAN,131300
-117.11,32.82,16,4241,892.0,1771,864,4.375,NEAR OCEAN,166500
-117.08,32.8,25,2963,552.0,1162,556,3.625,NEAR OCEAN,184500
-117.09,32.79,20,2183,534.0,999,496,2.8631,NEAR OCEAN,169700
-117.09,32.8,36,2163,367.0,915,360,4.7188,NEAR OCEAN,174100
-117.08,32.8,32,1587,268.0,635,249,3.375,NEAR OCEAN,178100
-117.11,32.79,16,2574,771.0,1129,721,3.3849,NEAR OCEAN,96900
-117.11,32.79,16,1791,518.0,1006,491,3.5179,NEAR OCEAN,129300
-117.11,32.78,16,2470,830.0,1170,724,3.5562,NEAR OCEAN,73500
-117.11,32.78,16,2220,512.0,930,527,3.6528,NEAR OCEAN,133200
