longitude,latitude,total_rooms,house_value
-118.42,34.25,1430,145200
-118.43,34.32,2657,157400
-118.43,34.33,5891,235600
-118.44,34.32,6235,211600
-118.42,34.31,6755,163200
-118.42,34.3,3334,180300
-118.41,34.32,6572,203400
-118.41,34.3,3187,187400
-118.42,34.32,3027,156000
-118.44,34.31,4151,154300
-118.44,34.31,3182,160100
-118.44,34.3,1595,155500
-118.45,34.31,1739,182500
-118.45,34.32,3481,189400
-118.46,34.32,5777,194100
-118.45,34.31,1532,173100
-118.46,34.3,2424,158500
-118.46,34.31,2920,218200
-118.47,34.32,2664,325200
-118.48,34.33,2384,270100
-118.48,34.31,1091,172400
-118.47,34.3,2495,192200
-118.46,34.29,3668,183300
-118.47,34.29,4256,190000
-118.49,34.29,4516,431800
-118.49,34.28,2535,319400
-118.49,34.28,3508,285500
-118.49,34.31,1024,356300
-118.52,34.32,7498,374000
-118.51,34.3,6145,344000
-118.51,34.28,4239,301700
-118.51,34.29,1287,319300
-118.52,34.29,2272,474600
-118.52,34.3,4542,450700
-118.45,34.3,2676,152100
-118.45,34.3,4085,160200
-118.54,34.28,5481,377200
-118.55,34.28,8879,428600
-118.54,34.28,7665,500001
-118.54,34.3,4423,376200
-118.57,34.29,6995,341200
-118.45,34.28,1527,152000
-118.46,34.28,1663,217600
-118.47,34.27,1549,222900
-118.48,34.28,2132,227100
-118.48,34.28,1511,226700
-118.47,34.27,1444,192400
-118.47,34.27,1150,220600
-118.48,34.27,1231,223700
-118.48,34.27,2649,216800
-118.45,34.27,1194,185800
-118.45,34.27,1579,195900
-118.46,34.27,1576,179700
-118.46,34.27,1865,172300
-118.44,34.27,1111,158100
-118.44,34.27,1701,142400
-118.45,34.26,1724,195600
-118.45,34.25,1453,204600
-118.45,34.26,1637,209600
-118.46,34.26,1358,210300
-118.46,34.26,1394,217100
-118.46,34.25,2202,224200
-118.46,34.25,2217,208600
-118.47,34.26,1300,199200
-118.47,34.26,1898,218400
-118.48,34.26,1770,238000
-118.49,34.26,2722,239900
-118.47,34.25,1732,195700
-118.48,34.25,1951,195300
-118.48,34.25,1442,216900
-118.48,34.25,1865,223300
-118.49,34.25,2088,232900
-118.49,34.27,4877,225900
-118.49,34.27,3047,236200
-118.5,34.27,2235,221600
-118.51,34.28,3580,243800
-118.52,34.28,1975,379600
-118.51,34.27,3787,222500
-118.51,34.27,2276,252100
-118.52,34.27,3204,271200
-118.53,34.27,1931,329200
-118.53,34.26,3674,308400
-118.54,34.26,5303,311800
-118.54,34.27,2309,348200
-118.53,34.27,1927,320500
-118.54,34.26,4960,500001
-118.55,34.26,4018,445400
-118.55,34.27,4919,352800
-118.5,34.26,2831,237300
-118.52,34.26,8850,254200
-118.51,34.26,2472,332500
-118.52,34.25,7849,290900
-118.49,34.26,8389,261300
-118.49,34.25,4054,258000
-118.57,34.27,7384,500001
-118.59,34.26,8146,357100
-118.61,34.24,5406,375900
-118.63,34.24,4759,277200
-118.62,34.26,10860,262100
-118.6,34.26,6154,271500
-118.61,34.25,8295,276600
-118.63,34.22,1376,277600
-118.64,34.22,2762,333700
-118.66,34.23,897,350000
-118.61,34.23,3727,327300
-118.61,34.22,5256,333700
-118.6,34.23,8866,230300
-118.59,34.23,6592,254500
-118.56,34.25,1962,500001
-118.56,34.24,2980,500001
-118.57,34.25,5098,273100
-118.58,34.24,3239,236900
-118.59,34.25,9716,193300
-118.57,34.25,4679,419900
-118.58,34.25,4883,280800
-118.56,34.23,3215,248400
-118.56,34.23,2406,221800
-118.57,34.23,3275,221900
-118.58,34.23,3907,230200
-118.59,34.23,4407,168800
-118.58,34.23,1917,234900
-118.58,34.22,1969,230400
-118.59,34.22,6015,229000
-118.51,34.25,4338,500001
-118.51,34.24,5297,483500
-118.51,34.23,3324,477200
-118.52,34.24,3218,418500
-118.52,34.23,1471,472200
-118.53,34.25,6331,323100
-118.54,34.24,4631,264000
-118.53,34.24,2718,275300
-118.54,34.23,3422,232900
-118.53,34.23,2131,230400
-118.54,34.25,2639,322200
-118.55,34.24,5751,407500
-118.55,34.23,4409,245100
-118.51,34.23,4580,454400
-118.52,34.22,4617,318100
-118.53,34.23,4039,240000
-118.54,34.22,2193,211600
-118.54,34.23,1753,241400
-118.45,34.25,2094,212300
-118.46,34.24,5363,170700
-118.47,34.25,2692,238900
-118.47,34.24,2405,255400
-118.48,34.24,2621,267600
-118.49,34.25,2871,253900
-118.49,34.24,2707,244200
-118.49,34.24,1971,262300
-118.5,34.25,2333,241100
-118.5,34.25,2411,257300
-118.5,34.24,2634,315300
-118.5,34.23,3082,319000
-118.49,34.23,4373,242300
-118.49,34.22,1756,238200
-118.47,34.23,8350,160000
-118.48,34.23,1963,258600
-118.48,34.23,1762,273100
-118.48,34.23,3354,239900
-118.46,34.23,4609,169400
-118.46,34.23,6338,154600
-118.43,34.25,921,151900
-118.42,34.24,1181,183800
-118.43,34.24,1488,171400
-118.42,34.24,1507,177200
-118.41,34.23,1026,179200
-118.41,34.24,490,175900
-118.44,34.26,1102,165100
-118.44,34.26,1077,153900
-118.43,34.25,2433,159300
-118.44,34.26,325,174300
-118.44,34.25,1583,176000
-118.45,34.25,2143,162500
-118.45,34.24,9053,136500
-118.45,34.23,5738,157600
-118.45,34.24,3299,205900
-118.44,34.25,1121,173700
-118.43,34.24,1416,178700
-118.43,34.24,1488,182500
-118.44,34.24,1660,184000
-118.44,34.24,2344,178200
-118.42,34.23,2478,186700
-118.42,34.22,1807,233000
-118.43,34.23,2049,181500
-118.43,34.24,1379,183800
-118.42,34.23,1550,189000
-118.43,34.23,1225,176500
-118.43,34.23,1737,173700
-118.43,34.24,1279,172700
-118.44,34.23,1730,183100
-118.43,34.22,1588,184600
-118.44,34.22,1030,183800
-118.44,34.22,1529,178200
-118.44,34.23,2257,181800
-118.46,34.22,2288,170700
-118.46,34.22,1500,168200
-118.46,34.22,2057,184400
-118.45,34.22,3442,183000
-118.45,34.23,4393,183700
-118.45,34.22,2609,185700
-118.46,34.23,9902,145400
-118.44,34.22,1191,178800
-118.44,34.21,1665,185100
-118.44,34.21,1440,168600
-118.44,34.22,1582,168600
-118.43,34.22,2300,233700
-118.43,34.21,3667,175500
-118.43,34.22,1372,187300
-118.4,34.22,1220,186300
-118.4,34.21,2453,191500
-118.41,34.21,2215,193200
-118.4,34.21,972,181300
-118.4,34.22,2557,183800
-118.4,34.23,1404,190000
-118.38,34.25,983,231500
-118.37,34.24,1283,229200
-118.37,34.23,1444,164600
-118.37,34.22,1787,151500
-118.38,34.24,125,158300
-118.4,34.24,2552,179500
-118.39,34.23,3405,181900
-118.39,34.23,1193,161600
-118.4,34.23,1643,172700
-118.41,34.21,2830,210500
-118.41,34.21,1789,239900
-118.39,34.22,712,165200
-118.39,34.22,1790,186800
-118.39,34.21,1869,178500
-118.39,34.21,2807,172400
-118.38,34.22,1176,177700
-118.38,34.21,1468,170600
-118.38,34.21,1981,179100
-118.42,34.22,3004,198600
-118.42,34.21,2893,237400
-118.42,34.2,161,187500
-118.42,34.23,1531,207300
-118.37,34.21,1392,176400
-118.37,34.21,2080,176600
-118.37,34.21,2272,175700
-118.37,34.22,2127,174100
-118.38,34.22,362,150000
-118.36,34.23,2485,183200
-118.36,34.22,1512,160300
-118.35,34.22,1560,154300
-118.36,34.21,337,152900
-118.38,34.21,715,169500
-118.38,34.2,4138,181700
-118.39,34.2,2594,177200
-118.37,34.21,2034,159600
-118.37,34.2,2199,171800
-118.38,34.21,1363,171200
-118.37,34.2,1438,170400
-118.36,34.19,2921,176400
-118.36,34.18,1471,188700
-118.36,34.18,2233,194900
-118.37,34.18,1829,198900
-118.37,34.19,2890,185100
-118.39,34.19,2000,192000
-118.39,34.19,1875,162500
-118.39,34.2,2012,181300
-118.37,34.19,2924,171600
-118.38,34.19,1434,176300
-118.38,34.2,993,187500
-118.4,34.2,4859,211900
-118.4,34.19,934,181300
-118.4,34.2,2392,226400
-118.4,34.19,2180,191300
-118.41,34.19,1169,200000
-118.41,34.2,2734,217200
-118.42,34.2,3148,221500
-118.41,34.19,779,193800
-118.42,34.19,2622,222500
-118.42,34.2,3201,231700
-118.43,34.2,3386,290100
-118.42,34.19,3353,269700
-118.42,34.19,3285,230800
-118.42,34.18,3760,225600
-118.42,34.18,2887,335500
-118.42,34.18,1323,202200
-118.43,34.18,2717,267500
-118.43,34.18,2417,282200
-118.42,34.18,1013,382400
-118.41,34.19,1106,190700
-118.41,34.18,1840,237900
-118.41,34.18,2008,262200
-118.41,34.19,1993,224600
-118.4,34.19,521,216700
-118.4,34.19,1631,261800
-118.4,34.18,3724,312700
-118.4,34.17,3588,286000
-118.39,34.19,3794,204200
-118.39,34.18,1957,240200
-118.39,34.17,3345,241500
-118.39,34.18,477,223800
-118.39,34.19,904,192900
-118.4,34.16,1176,364700
-118.4,34.16,1354,384700
-118.4,34.16,2638,364700
-118.41,34.16,3060,465800
-118.41,34.17,2027,330900
-118.38,34.19,1308,181500
-118.38,34.18,2079,190800
-118.38,34.18,4834,165300
-118.38,34.18,1983,200000
-118.38,34.17,1588,238500
-118.39,34.17,1696,222400
-118.37,34.18,1608,190200
-118.37,34.18,1140,178400
-118.38,34.18,901,186400
-118.38,34.19,977,177400
-118.37,34.18,2949,177300
-118.38,34.18,3553,174200
-118.36,34.18,1109,200000
-118.36,34.17,1939,199500
-118.37,34.17,1713,191800
-118.41,34.18,2785,276100
-118.41,34.17,3277,366100
-118.41,34.18,1975,291700
-118.43,34.17,3202,292900
-118.43,34.17,2922,341800
-118.43,34.17,1982,336900
-118.43,34.16,2459,353600
-118.43,34.16,2050,343400
-118.43,34.16,1134,333900
-118.42,34.15,2795,365000
-118.42,34.17,2235,359700
-118.42,34.16,4664,367900
-118.41,34.16,577,275000
-118.42,34.16,2769,386100
-118.4,34.17,4443,269200
-118.4,34.17,6347,221500
-118.39,34.17,2790,283600
-118.39,34.17,6429,265200
-118.39,34.16,1582,414300
-118.39,34.16,1388,444700
-118.38,34.17,2016,192300
-118.38,34.16,2609,309400
-118.38,34.16,2197,319400
-118.36,34.17,2295,194100
-118.37,34.17,3327,185400
-118.37,34.17,600,184400
-118.37,34.17,1431,221400
-118.37,34.17,854,325000
-118.37,34.16,6526,250000
-118.37,34.16,2606,225000
-118.37,34.16,2450,262500
-118.37,34.16,1973,282300
-118.36,34.16,2850,274300
-118.36,34.16,2455,325000
-118.37,34.16,4150,232400
-118.37,34.16,2901,209400
-118.36,34.16,1755,322900
-118.36,34.16,2304,417900
-118.35,34.15,2245,500001
-118.43,34.2,4090,140500
-118.43,34.21,2867,226500
-118.44,34.2,1732,241300
-118.44,34.21,5756,221200
-118.45,34.21,2331,195600
-118.45,34.2,3666,202100
-118.46,34.2,2926,202700
-118.46,34.21,2081,186900
-118.47,34.21,2512,220000
-118.47,34.2,3939,229100
-118.48,34.21,2879,197400
-118.48,34.2,2027,189900
-118.48,34.22,3430,93800
-118.49,34.21,1131,225000
-118.49,34.19,2087,202000
-118.49,34.2,1109,215800
-118.5,34.2,1617,217700
-118.48,34.2,3831,255400
-118.48,34.2,2850,191700
-118.48,34.19,5699,221100
-118.48,34.19,2058,210400
-118.47,34.2,4590,281700
-118.47,34.19,3879,292900
-118.45,34.2,1572,190500
-118.45,34.2,2729,230800
-118.46,34.2,4855,205600
-118.45,34.19,1073,192200
-118.46,34.19,5992,233500
-118.46,34.19,1491,256300
-118.43,34.2,3051,238100
-118.44,34.2,2698,234900
-118.44,34.2,1717,225600
-118.44,34.2,2934,232500
-118.43,34.19,3440,245500
-118.44,34.19,1516,243600
-118.44,34.19,3487,215500
-118.44,34.19,1599,199100
-118.43,34.18,2052,271100
-118.44,34.18,2077,221000
-118.44,34.19,2891,178100
-118.44,34.18,1546,154200
-118.45,34.19,2479,181300
-118.45,34.18,2516,158300
-118.46,34.18,2582,174200
-118.47,34.19,1104,225000
-118.45,34.18,1810,228800
-118.45,34.18,1843,246400
-118.46,34.18,1791,251400
-118.46,34.18,1819,253200
-118.44,34.18,972,215000
-118.44,34.17,4966,286700
-118.45,34.18,2077,225000
-118.43,34.18,3830,210000
-118.44,34.18,2127,286100
-118.43,34.17,1679,266000
-118.43,34.17,2180,353100
-118.43,34.17,777,500001
-118.44,34.17,2685,279400
-118.43,34.16,2622,379700
-118.44,34.16,3080,328500
-118.44,34.16,1616,337500
-118.45,34.16,4982,272600
-118.45,34.17,2152,277300
-118.45,34.17,3100,261300
-118.46,34.17,2814,309300
-118.46,34.17,6707,273700
-118.45,34.16,2544,314800
-118.46,34.16,2795,280400
-118.46,34.16,2548,299100
-118.54,34.21,6064,227100
-118.54,34.21,2593,199200
-118.54,34.22,1664,224100
-118.54,34.2,1600,201600
-118.54,34.19,2205,203700
-118.51,34.22,2794,222100
-118.5,34.21,1254,236100
-118.5,34.21,1656,215900
-118.51,34.22,1952,209200
-118.51,34.21,2396,223600
-118.51,34.22,1493,213200
-118.52,34.22,1275,195400
-118.52,34.22,1620,203300
-118.52,34.21,2394,206700
-118.52,34.21,1663,211000
-118.53,34.22,4101,199800
-118.53,34.21,3124,213200
-118.55,34.21,2592,246400
-118.56,34.22,1843,205100
-118.56,34.21,1286,196800
-118.56,34.22,1599,197000
-118.55,34.21,3910,208700
-118.56,34.21,8327,189800
-118.52,34.2,2891,199800
-118.53,34.2,3270,205300
-118.5,34.21,1668,200300
-118.51,34.2,1614,209000
-118.51,34.2,2066,188400
-118.52,34.21,1328,193700
-118.5,34.2,1558,203800
-118.51,34.2,2327,262500
-118.51,34.2,2871,227500
-118.51,34.19,2537,229200
-118.51,34.19,2182,221100
-118.5,34.2,4249,229100
-118.5,34.19,2720,228300
-118.5,34.19,2156,224700
-118.52,34.2,4315,195000
-118.52,34.2,1795,207200
-118.53,34.2,2221,191100
-118.55,34.2,2549,179800
-118.55,34.19,5862,170600
-118.55,34.2,1963,211800
-118.52,34.19,881,203900
-118.52,34.19,1560,206900
-118.52,34.19,1892,212100
-118.53,34.19,2618,192300
-118.52,34.18,2307,245400
-118.53,34.18,4175,240300
-118.56,34.2,1544,190900
-118.56,34.2,2273,196700
-118.56,34.19,782,201400
-118.56,34.19,1237,183600
-118.56,34.19,2579,235100
-118.56,34.18,1366,251000
-118.54,34.19,3380,239200
-118.54,34.18,1938,240300
-118.55,34.19,978,222500
-118.55,34.19,1856,223800
-118.58,34.21,2642,217700
-118.59,34.21,2335,178800
-118.59,34.2,847,201900
-118.58,34.2,1389,220900
-118.57,34.22,2795,258400
-118.57,34.21,4891,270500
-118.57,34.22,3262,255200
-118.58,34.21,6227,299300
-118.58,34.22,2560,228200
-118.58,34.21,2209,250900
-118.59,34.21,1943,227700
-118.59,34.21,2389,225400
-118.6,34.21,9512,227500
-118.61,34.21,3494,251500
-118.62,34.22,1636,241300
-118.62,34.21,3234,258600
-118.62,34.22,2633,232900
-118.61,34.21,1058,180500
-118.61,34.2,1718,160900
-118.61,34.21,2609,227100
-118.62,34.2,3098,235800
-118.63,34.21,3952,244800
-118.64,34.22,4312,390000
-118.65,34.21,5429,500001
-118.65,34.2,7480,338400
-118.62,34.2,3233,234900
-118.63,34.2,7411,336100
-118.59,34.21,2737,183500
-118.59,34.2,1789,179800
-118.6,34.2,2869,150000
-118.6,34.21,2581,182300
-118.56,34.2,1770,221000
-118.57,34.21,878,190400
-118.57,34.2,7157,208000
-118.58,34.2,2979,223700
-118.56,34.19,2600,215600
-118.57,34.2,2559,201500
-118.57,34.2,1759,209200
-118.58,34.2,1558,220200
-118.58,34.2,1323,221300
-118.56,34.19,2185,266700
-118.58,34.19,2329,224900
-118.58,34.19,4286,222800
-118.58,34.19,3061,187500
-118.58,34.18,908,340500
-118.62,34.2,2421,244800
-118.62,34.18,3124,333100
-118.62,34.19,1934,267400
-118.61,34.2,1673,245800
-118.61,34.19,3824,246400
-118.61,34.19,703,210100
-118.6,34.19,14912,213900
-118.63,34.19,3568,259600
-118.63,34.18,1646,433000
-118.64,34.19,2399,245600
-118.64,34.19,3017,248400
-118.64,34.18,3808,263400
-118.64,34.19,3274,247300
-118.65,34.18,1793,240300
-118.65,34.19,2772,243000
-118.66,34.19,7544,374900
-118.63,34.17,4769,338200
-118.64,34.17,6767,409000
-118.57,34.18,2981,439800
-118.57,34.17,2072,327300
-118.58,34.17,3393,334900
-118.59,34.18,11853,271300
-118.61,34.17,5944,328900
-118.62,34.17,1491,262800
-118.62,34.17,3268,308300
-118.63,34.18,5252,389700
-118.65,34.18,4607,367600
-118.66,34.18,6612,419000
-118.61,34.17,1689,278500
-118.61,34.15,4491,319100
-118.61,34.16,4364,367400
-118.63,34.16,2896,347700
-118.63,34.16,3346,392700
-118.62,34.15,5661,409900
-118.57,34.17,1950,500001
-118.58,34.17,6476,500001
-118.59,34.17,1887,296000
-118.6,34.16,3441,313100
-118.6,34.16,3999,338500
-118.57,34.15,5791,500001
-118.58,34.15,3856,450700
-118.59,34.15,2023,369700
-118.6,34.15,4570,361900
-118.59,34.14,1303,483100
-118.49,34.18,3073,311700
-118.51,34.18,1893,295300
-118.51,34.17,3252,219000
-118.52,34.18,1700,213100
-118.52,34.18,2082,216000
-118.52,34.18,1611,221800
-118.53,34.17,6430,243800
-118.54,34.17,1080,315900
-118.55,34.18,3011,311000
-118.56,34.18,1819,457300
-118.54,34.18,7214,174500
-118.53,34.18,7194,189300
-118.54,34.17,2458,443600
-118.54,34.17,3352,425000
-118.55,34.17,2127,500001
-118.56,34.17,2987,500001
-118.52,34.17,17377,259600
-118.52,34.16,2693,335400
-118.53,34.16,3554,290600
-118.51,34.16,11154,500001
-118.48,34.16,2108,500001
-118.49,34.16,3333,500001
-118.5,34.16,3547,424000
-118.5,34.15,3104,500001
-118.5,34.17,880,303600
-118.49,34.15,2829,500001
-118.49,34.14,3539,500001
-118.49,34.13,4394,500001
-118.51,34.14,6748,500001
-118.53,34.14,6920,500001
-118.54,34.15,10111,500001
-118.56,34.14,9657,500001
-118.43,34.15,6270,295800
-118.43,34.15,1293,467600
-118.43,34.15,2900,447400
-118.43,34.15,1856,360600
-118.44,34.15,5474,382500
-118.44,34.15,1778,500001
-118.44,34.15,4420,359100
-118.44,34.15,1335,301700
-118.44,34.15,1387,304500
-118.45,34.16,7828,318300
-118.45,34.15,1091,332600
-118.45,34.15,3876,478400
-118.46,34.16,1495,265400
-118.46,34.16,4590,334900
-118.47,34.15,6306,457300
-118.47,34.16,3823,392500
-118.47,34.15,804,500001
-118.48,34.15,2536,495500
-118.48,34.16,3507,500001
-118.48,34.14,9320,500001
-118.46,34.14,5264,500001
-118.47,34.14,2873,500001
-118.47,34.14,3646,500001
-118.43,34.14,1693,500001
-118.43,34.13,4400,500001
-118.45,34.14,1741,490800
-118.35,34.15,1680,500001
-118.36,34.15,3545,500001
-118.36,34.15,3659,366100
-118.37,34.15,4604,263100
-118.37,34.15,2630,376100
-118.38,34.16,2358,320600
-118.38,34.15,2933,365900
-118.39,34.15,3110,394400
-118.39,34.15,917,425000
-118.39,34.16,4084,256300
-118.4,34.15,3881,369100
-118.41,34.15,4032,425900
-118.42,34.15,680,371400
-118.42,34.15,1880,372300
-118.42,34.15,1861,355900
-118.42,34.16,277,341700
-118.42,34.16,54,375000
-118.4,34.15,2394,380400
-118.4,34.15,2515,374500
-118.41,34.15,3891,364700
-118.41,34.15,1628,424000
-118.36,34.14,1376,295200
-118.37,34.14,4382,197900
-118.37,34.14,4670,367700
-118.38,34.14,1253,386700
-118.39,34.14,5076,309200
-118.39,34.15,2696,373500
-118.35,34.13,1610,385900
-118.34,34.12,3257,409600
-118.36,34.13,6871,495600
-118.37,34.14,1883,396400
-118.37,34.13,4287,500001
-118.39,34.14,4624,500001
-118.38,34.14,1965,483800
-118.4,34.13,8262,500001
-118.4,34.14,1695,399300
-118.4,34.14,417,360700
-118.41,34.14,778,497600
-118.42,34.14,3990,500001
-118.42,34.13,3830,500001
-118.22,34.14,2298,274600
-118.22,34.14,1388,247700
-118.2,34.14,3800,293900
-118.19,34.14,2387,257900
-118.19,34.14,1826,291500
-118.23,34.14,277,175000
-118.22,34.14,3657,258100
-118.22,34.13,2983,272400
-118.2,34.14,2090,204200
-118.21,34.14,1681,186500
-118.21,34.14,1908,189800
-118.2,34.14,1941,217000
-118.19,34.14,2525,209200
-118.19,34.13,2012,180400
-118.2,34.13,2035,193600
-118.21,34.13,2465,214200
-118.22,34.13,1585,173800
-118.22,34.13,791,178100
-118.18,34.13,2228,182100
-118.18,34.12,1081,165100
-118.18,34.12,2397,167900
-118.17,34.12,2568,169200
-118.18,34.12,2640,173400
-118.17,34.12,3376,232000
-118.19,34.13,1309,198000
-118.19,34.12,679,162500
-118.19,34.12,2591,146400
-118.19,34.12,1219,170600
-118.19,34.12,2833,172100
-118.2,34.13,3369,196400
-118.2,34.13,2929,173600
-118.2,34.12,1580,167600
-118.2,34.12,1908,162000
-118.21,34.12,1590,173900
-118.21,34.12,1904,175800
-118.21,34.12,1301,190000
-118.2,34.11,678,171300
-118.2,34.11,3659,162900
-118.2,34.11,1901,156400
-118.2,34.12,1565,155600
-118.19,34.12,3387,176900
-118.19,34.11,1266,150000
-118.19,34.12,2524,167700
-118.18,34.11,1523,183800
-118.18,34.11,1346,152200
-118.19,34.11,1158,169300
-118.19,34.11,1638,143800
-118.19,34.1,1577,153900
-118.2,34.11,1441,185700
-118.2,34.11,2040,166300
-118.2,34.1,3643,154500
-118.21,34.11,2759,228200
-118.21,34.1,1684,218300
-118.21,34.1,5077,186800
-118.22,34.1,4003,252100
-118.23,34.1,1051,143800
-118.23,34.1,2483,152900
-118.21,34.1,2000,241700
-118.21,34.09,1660,148200
-118.22,34.1,1903,196600
-118.23,34.1,1353,157000
-118.22,34.09,1706,149700
-118.22,34.09,1427,138900
-118.22,34.09,1072,165000
-118.23,34.09,438,181300
-118.23,34.13,1162,244400
-118.23,34.13,737,212500
-118.22,34.13,2749,205800
-118.23,34.13,609,185800
-118.23,34.13,1308,214800
-118.23,34.13,1799,244500
-118.22,34.12,3306,185400
-118.21,34.12,1937,170500
-118.22,34.11,2870,220900
-118.22,34.12,1298,240800
-118.23,34.12,1546,183800
-118.24,34.12,1213,204200
-118.23,34.12,2094,221100
-118.23,34.11,1021,223500
-118.23,34.11,4148,187100
-118.25,34.12,1281,153100
-118.24,34.12,2904,168800
-118.24,34.12,80,154200
-118.24,34.11,2141,178800
-118.24,34.11,1148,176700
-118.23,34.11,2612,156000
-118.26,34.12,2839,214000
-118.26,34.11,2183,210900
-118.25,34.11,2230,217800
-118.25,34.11,2222,208900
-118.25,34.11,1415,156300
-118.24,34.1,1525,141300
-118.25,34.11,125,170000
-118.25,34.1,598,164300
-118.25,34.1,4198,277300
-118.26,34.11,1740,270700
-118.27,34.14,3768,204500
-118.27,34.13,1375,208900
-118.27,34.13,1613,230300
-118.27,34.11,1832,276600
-118.27,34.11,3825,352600
-118.28,34.11,4453,495600
-118.28,34.11,1607,438300
-118.28,34.12,2384,500001
-118.26,34.12,1942,209100
-118.26,34.12,2290,238200
-118.27,34.12,2037,230600
-118.29,34.11,2774,500001
-118.29,34.11,2681,264300
-118.29,34.1,2196,254200
-118.29,34.1,1711,265500
-118.29,34.11,3696,266700
-118.29,34.11,2850,500001
-118.29,34.11,1448,436400
-118.3,34.11,3136,391900
-118.3,34.1,5305,283300
-118.3,34.11,1590,500001
-118.3,34.11,1954,500001
-118.31,34.11,1875,433300
-118.31,34.12,3895,500001
-118.31,34.13,2822,498700
-118.32,34.12,3410,393500
-118.32,34.11,2462,434400
-118.32,34.11,5135,435700
-118.32,34.11,4472,410700
-118.33,34.11,3495,438300
-118.33,34.11,1601,342900
-118.33,34.11,2330,430200
-118.32,34.13,1856,500001
-118.33,34.12,1894,500001
-118.34,34.13,2375,500001
-118.32,34.14,4574,500001
-118.34,34.11,5485,500001
-118.35,34.1,3977,364500
-118.36,34.1,1295,405100
-118.36,34.1,1096,500001
-118.35,34.1,7432,225000
-118.35,34.1,2930,372200
-118.35,34.1,2745,436400
-118.35,34.1,4109,250000
-118.35,34.1,5477,237500
-118.34,34.11,937,468800
-118.34,34.1,3193,500001
-118.34,34.1,1996,325000
-118.34,34.1,2223,232100
-118.33,34.1,5293,187500
-118.33,34.1,2732,333300
-118.31,34.1,4984,350000
-118.32,34.1,1759,450000
-118.3,34.1,7517,340000
-118.3,34.1,3926,262500
-118.31,34.1,2288,250000
-118.31,34.1,766,350000
-118.33,34.1,1116,237500
-118.33,34.1,1913,237500
-118.32,34.1,1615,193800
-118.32,34.09,2473,162500
-118.33,34.09,1679,200000
-118.33,34.1,732,250000
-118.31,34.1,399,67500
-118.31,34.09,2065,211100
-118.31,34.09,720,100000
-118.31,34.09,773,193800
-118.32,34.09,563,250000
-118.32,34.09,210,175000
-118.32,34.1,1655,221900
-118.32,34.09,1478,225000
-118.32,34.1,622,200000
-118.32,34.1,2193,137500
-118.32,34.1,786,206300
-118.3,34.1,3403,166700
-118.3,34.09,3058,218800
-118.31,34.09,787,216700
-118.3,34.1,2067,250000
-118.3,34.1,2284,203300
-118.29,34.09,2716,187500
-118.3,34.09,2332,230400
-118.29,34.1,631,162500
-118.29,34.09,2240,172500
-118.28,34.09,790,175000
-118.29,34.09,1583,225000
-118.29,34.09,1562,112500
-118.29,34.09,2198,158300
-118.29,34.09,2624,198400
-118.29,34.09,336,262500
-118.29,34.09,1272,261600
-118.3,34.09,3245,253300
-118.3,34.09,2345,205600
-118.3,34.09,2202,226700
-118.31,34.09,2517,187500
-118.31,34.09,3165,240600
-118.31,34.09,1951,218200
-118.32,34.09,2666,208800
-118.32,34.09,1871,212500
-118.32,34.09,2173,218800
-118.33,34.09,654,200000
-118.33,34.09,561,165000
-118.33,34.09,2004,220000
-118.34,34.09,2665,204700
-118.34,34.09,3032,210000
-118.34,34.08,3457,346700
-118.34,34.09,1731,321600
-118.34,34.08,1430,500001
-118.35,34.09,1800,280600
-118.35,34.08,1003,395700
-118.35,34.08,2088,342000
-118.35,34.09,2210,315800
-118.35,34.08,1710,333900
-118.36,34.08,1965,304800
-118.32,34.08,1164,380400
-118.33,34.08,1777,500001
-118.33,34.08,2989,442900
-118.31,34.08,1390,254500
-118.31,34.08,2275,287500
-118.32,34.08,2038,358100
-118.31,34.08,1443,220000
-118.32,34.08,1137,330300
-118.32,34.08,2370,380300
-118.3,34.08,2501,247500
-118.3,34.08,1276,205600
-118.31,34.08,1514,251100
-118.31,34.08,1609,227100
-118.29,34.08,479,210000
-118.29,34.08,1864,212500
-118.3,34.08,1562,225000
-118.3,34.08,2880,258300
-118.29,34.08,2459,173900
-118.29,34.08,380,137500
-118.37,34.12,2821,500001
-118.36,34.12,3902,500001
-118.35,34.11,7478,500001
-118.36,34.11,3946,500001
-118.38,34.11,2601,416700
-118.37,34.11,5518,500001
-118.36,34.1,2963,500001
-118.37,34.1,407,500001
-118.38,34.1,3798,500001
-118.39,34.1,6310,500001
-118.39,34.09,730,500001
-118.36,34.09,2158,355300
-118.36,34.08,3110,367100
-118.37,34.08,2946,374100
-118.37,34.08,3008,300000
-118.37,34.09,2697,500001
-118.36,34.08,2195,397900
-118.37,34.08,1466,393600
-118.37,34.08,1234,423700
-118.26,34.1,2566,318600
-118.26,34.1,1310,350000
-118.27,34.1,3149,421600
-118.27,34.1,3729,412700
-118.27,34.11,4138,306800
-118.28,34.11,1156,352100
-118.28,34.11,2036,397500
-118.28,34.11,1803,360500
-118.28,34.1,2728,324000
-118.27,34.1,2113,304600
-118.28,34.1,1767,210900
-118.28,34.1,805,200000
-118.28,34.1,2843,217300
-118.27,34.09,1527,344800
-118.27,34.09,3225,268800
-118.28,34.09,2273,196500
-118.27,34.09,2327,252300
-118.26,34.09,1532,278800
-118.26,34.09,3503,241400
-118.27,34.09,1079,230800
